id,ChallengeId,text,order,unlocked,createdAt,updatedAt
339,97,Maybe playing around with the parameters in these requests could reveal something interesting.,NULL,0,2026-03-04 09:18:13.058 +00:00,2026-03-04 09:18:13.058 +00:00
340,98,Find a form which updates the username and then construct a malicious page in the online HTML editor. You probably need an older browser version for this.,NULL,0,2026-03-04 09:18:13.059 +00:00,2026-03-04 09:18:13.059 +00:00
341,98,Take a look at what happens when you change the username within the profile page.,NULL,0,2026-03-04 09:18:13.059 +00:00,2026-03-04 09:18:13.059 +00:00
342,98,Search for information about CSRF attacks and look out for examples that can be applied to this challenge.,NULL,0,2026-03-04 09:18:13.059 +00:00,2026-03-04 09:18:13.059 +00:00
343,98,Write the code for the CSRF attack within http://htmledit.squarefree.com and verify that it changes your username.,NULL,0,2026-03-04 09:18:13.059 +00:00,2026-03-04 09:18:13.059 +00:00
344,99,"First, solve the ""Perform a DOM XSS attack"" challenge.",NULL,0,2026-03-04 09:18:13.061 +00:00,2026-03-04 09:18:13.061 +00:00
345,99,Now it is just a question of copying and pasting the payload into the same vulnerable field.,NULL,0,2026-03-04 09:18:13.061 +00:00,2026-03-04 09:18:13.061 +00:00
346,99,Crank up the volume of your computer before submitting the payload! 🔊,NULL,0,2026-03-04 09:18:13.061 +00:00,2026-03-04 09:18:13.061 +00:00
347,100,You might have to do some OSINT on his social media personas to find out his honest answer to the security question.,NULL,0,2026-03-04 09:18:13.063 +00:00,2026-03-04 09:18:13.063 +00:00
348,100,People often reuse aliases online. You might be able to find something by looking online for Uvogin’s name or slight variations of it based on his unique writing habits.,NULL,0,2026-03-04 09:18:13.063 +00:00,2026-03-04 09:18:13.063 +00:00
349,100,You might be able to find some existing OSINT tools to help you in this investigation.,NULL,0,2026-03-04 09:18:13.063 +00:00,2026-03-04 09:18:13.063 +00:00
350,101,Take a look at the meta data of the corresponding photo.,NULL,0,2026-03-04 09:18:13.067 +00:00,2026-03-04 09:18:13.067 +00:00
351,101,Make use of tools that can inspect the metadata of images.,NULL,0,2026-03-04 09:18:13.067 +00:00,2026-03-04 09:18:13.067 +00:00
352,101,"Use this information to answer the security question of the John, who enjoys hiking in the park.",NULL,0,2026-03-04 09:18:13.067 +00:00,2026-03-04 09:18:13.067 +00:00
353,102,Take a look at the details in the photo to determine the location of where it was taken.,NULL,0,2026-03-04 09:18:13.069 +00:00,2026-03-04 09:18:13.069 +00:00
354,103,Think of a way to get a hold of the internal workings on the chatbot API.,NULL,0,2026-03-04 09:18:13.070 +00:00,2026-03-04 09:18:13.070 +00:00
355,103,"In order to disable the chatbot for all users, you must first get an understanding of how it works under the hood.",NULL,0,2026-03-04 09:18:13.070 +00:00,2026-03-04 09:18:13.070 +00:00
356,103,"The chatbot sure offers a lot of functionality. Could it be that juice-shop relies on a third party, possibly open source library for this?",NULL,0,2026-03-04 09:18:13.070 +00:00,2026-03-04 09:18:13.070 +00:00
357,103,Maybe you can try to gather clues from around juice shop and then go dumpster dive the internet to get a hold of the bot’s source.,NULL,0,2026-03-04 09:18:13.070 +00:00,2026-03-04 09:18:13.070 +00:00
358,104,Analyze and tamper with links in the application until you get to an unprotected directory listing.,NULL,0,2026-03-04 09:18:13.072 +00:00,2026-03-04 09:18:13.072 +00:00
359,104,Some files in there are not directly accessible because a security mechanism prevents access.,NULL,0,2026-03-04 09:18:13.072 +00:00,2026-03-04 09:18:13.072 +00:00
360,104,The Poison Null Byte can trick the security mechanism into thinking that the file you want has a valid file type.,NULL,0,2026-03-04 09:18:13.072 +00:00,2026-03-04 09:18:13.072 +00:00
361,104,"Depending on the files you try to retrieve you will probably solve ""Access a developer’s forgotten backup file"", ""Access a salesman’s forgotten backup file"", ""Access a misplaced SIEM signature file, or ""Find the hidden easter egg"" along the way.",NULL,0,2026-03-04 09:18:13.072 +00:00,2026-03-04 09:18:13.072 +00:00
362,105,The bot is reluctant to give you a coupon as it’s coming up with various excuses for not giving you one.,NULL,0,2026-03-04 09:18:13.074 +00:00,2026-03-04 09:18:13.074 +00:00
363,105,Asking over and over again like a little kid might actually help you succeed in this case.,NULL,0,2026-03-04 09:18:13.074 +00:00,2026-03-04 09:18:13.074 +00:00
364,105,"No seriously, just keep asking.",NULL,0,2026-03-04 09:18:13.074 +00:00,2026-03-04 09:18:13.074 +00:00
365,106,You should read up on vulnerabilities in popular NodeJs template engines.,NULL,0,2026-03-04 09:18:13.075 +00:00,2026-03-04 09:18:13.075 +00:00
366,106,You should read up on Local File Read (LFR) vulnerabilities in popular NodeJS template engines.,NULL,0,2026-03-04 09:18:13.075 +00:00,2026-03-04 09:18:13.075 +00:00
367,106,Look for an easily forgettable endpoint in Juice Shop to test out the LFR attack.,NULL,0,2026-03-04 09:18:13.075 +00:00,2026-03-04 09:18:13.075 +00:00
368,106,500 Internal Server Error is always an interesting status code.,NULL,0,2026-03-04 09:18:13.075 +00:00,2026-03-04 09:18:13.075 +00:00
369,106,Fuzzing can also help with this challenge.,NULL,0,2026-03-04 09:18:13.075 +00:00,2026-03-04 09:18:13.075 +00:00
370,107,Either check the official documentation or inspect a notification UI element directly.,NULL,0,2026-03-04 09:18:13.077 +00:00,2026-03-04 09:18:13.077 +00:00
371,107,This challenge is most easily solvable immediately after a server restart.,NULL,0,2026-03-04 09:18:13.077 +00:00,2026-03-04 09:18:13.077 +00:00
372,107,"Alternatively you can also inspect any ""Challenge solved""-notification in your browser to understand its convenience feature.",NULL,0,2026-03-04 09:18:13.077 +00:00,2026-03-04 09:18:13.077 +00:00
373,108,Security Advisories are often listed in the security.txt,NULL,0,2026-03-04 09:18:13.079 +00:00,2026-03-04 09:18:13.079 +00:00
374,109,Have a look at the client-side code in the dev console.,NULL,0,2026-03-04 09:18:13.081 +00:00,2026-03-04 09:18:13.081 +00:00
375,110,"The API call is part of a scheduled process ""behind the scenes"", i.e. completely unrelated to the web application.",NULL,0,2026-03-04 09:18:13.082 +00:00,2026-03-04 09:18:13.082 +00:00
376,110,"Check the Juice Shop’s social media channels for regularly scheduled content being posted, possibly even indicating that it was automatically created.",NULL,0,2026-03-04 09:18:13.082 +00:00,2026-03-04 09:18:13.082 +00:00
377,110,Find out which part of the content might come from the response of an API call.,NULL,0,2026-03-04 09:18:13.082 +00:00,2026-03-04 09:18:13.082 +00:00
378,110,"Find the place where the API call happens — as stated above, it is not in the web application — and then look for the API key itself.",NULL,0,2026-03-04 09:18:13.082 +00:00,2026-03-04 09:18:13.082 +00:00

